SYMBOL	ENTREZID
NTF4	4909
MTMR12	54545
MTMR11	10903
UGDH	7358
CELSR3	1951
ARID3C	138715
CELSR1	9620
RABL2B	11158
PTCHD1	139411
BBX	56987
NEK6	10783
CXADR	1525
SUPT3H	8464
MFSD10	10227
LRRC30	339291
LRRC31	79782
LRRC32	2615
LRRC34	151827
LRRC36	55282
LY6G5B	58496
MFN2	9927
MFN1	55669
NUDT9	53343
ZNF33B	7582
FAM117A	81558
FAM117B	150864
PATL1	219988
THTPA	79178
NAA50	80218
MAD2L2	10459
RPS26P11	441502
FAM9A	171482
SVIL	6840
KTN1	3895
IQSEC1	9922
BMPER	168667
CLCNKA	1187
CLCNKB	1188
LRP2BP	55805
OR5D13	390142
FAM90A1	55138
IQSEC2	23096
FAM90A7	441317
SERPINA3	12
PURB	5814
VPREB1	7441
CCDC160	347475
KRTAP6-3	337968
KRTAP6-2	337967
KRTAP6-1	337966
OR5D14	219436
SATB1	6304
RIC3	79608
OXSR1	9943
OR5D16	390144
ST3GAL3	6487
ST3GAL2	6483
ST3GAL1	6482
SGPP1	81537
ST3GAL6	10402
ST3GAL5	8869
ST3GAL4	6484
NINJ1	4814
NINJ2	4815
GALNS	2588
ZNF451	26036
SNORD15B	114599
NEK2	4751
NPSR1	387129
ATF6B	1388
SNORA74B	677841
TJAP1	93643
SLC16A9	220963
MAGEA12	4111
CYP7B1	9420
MAGEA10	4109
OSBPL8	114882
SLC16A1	6566
TUFM	7284
SLC16A3	9123
SLC16A2	6567
SLC16A5	9121
NPY2R	4887
SLC16A7	9194
CEP135	9662
ARHGAP30	257106
ARHGAP31	57514
ARHGAP32	9743
ARHGAP33	115703
BCKDHB	594
ARHGAP36	158763
BCKDHA	593
WIPF3	644150
ARHGAP39	80728
WIPF1	7456
CMKLR1	1240
MON1B	22879
ZNF836	162962
DYNLL1	8655
LYVE1	10894
DYNLL2	140735
PRDM5	11107
KHDC1	80759
UQCRQ	27089
SNORD114-22	767600
SNORD114-23	767603
RBM4B	83759
PIBF1	10464
SNORD114-26	767606
SNORD114-27	767608
SNORD114-24	767604
SNORD114-25	767605
SNORD114-28	767609
UQCRB	7381
SNORA53	677832
CACNA1H	8912
CACNA1I	8911
GPS2	2874
SNORA52	619565
CACNA1A	773
CACNA1B	774
CACNA1C	775
CACNA1D	776
CACNA1E	777
CACNA1F	778
CACNA1G	8913
PTAFR	5724
LYPLA1	10434
ATP6V0D2	245972
ATP6V0D1	9114
CACNA1S	779
TTN	7273
FCAR	2204
FLCN	201163
SFRP4	6424
KIF19	124602
BMP8A	353500
BMP8B	656
PRDM7	11105
HOTAIR	100124700
SNORD115-41	100033815
BGLAP	632
PHB2	11331
SNORD115-40	100033814
SLC15A2	6565
COIL	8161
SLC15A1	6564
TOR2A	27433
P2RX6P	440799
CARHSP1	23589
RBM41	55285
RBM42	79171
RBM43	375287
RBM44	375316
RBM45	129831
CDY1B	253175
RBM47	54502
LLGL1	3996
PQBP1	10084
TMOD1	7111
SLC22A16	85413
TTC17	55761
OAT	4942
RP9P	441212
TTC13	79573
SLC22A17	51310
TTC19	54902
QRFPR	84109
PRDM1	639
EPGN	255324
C3orf62	375341
S100A11	6282
SLC31A2	1318
ZFP92	139735
ZFP90	146198
ZFP91	80829
ZNF839	55778
PDIK1L	149420
RICTOR	253260
S100A13	6284
LMO1	4004
PPM1G	5496
PPM1F	9647
PPM1E	22843
PPM1D	8493
ABCF3	55324
ABCF2	10061
ABCF1	23
RNF148	378925
EGR2	1959
C4BPA	722
C4BPB	725
EGR1	1958
PPM1K	152926
PPM1J	333926
EGR4	1961
PPM1H	57460
RTN4RL1	146760
PJA1	64219
PJA2	9867
CHEK2	11200
LMO2	4005
CHEK1	1111
DALRD3	55152
UPF3B	65109
INF2	64423
NSMCE2	286053
PRKAB1	5564
SIKE1	80143
LIN28B	389421
PAX5	5079
PAX4	5078
PAX7	5081
PAX6	5080
PAX1	5075
PAX3	5077
KPRP	448834
PCDHA10	56139
AHCYL1	10768
PCDHA12	56137
PCDHA13	56136
PAX9	5083
PAX8	7849
PTPN5	84867
PTPN4	5775
GINS2	51659
GINS3	64785
GINS1	9837
PROK1	84432
GINS4	84296
BTF3	689
DDR2	4921
PLD4	122618
DDR1	780
BARHL1	56751
LRCH4	4034
GRK6	2870
NNMT	4837
LRCH1	23143
LRCH2	57631
GRK7	131890
MBD3L1	85509
MBD3L2	125997
MBD3L5	284428
PTDSS1	9791
AGBL5	60509
AGBL4	84871
AGBL3	340351
AGBL2	79841
AGBL1	123624
PLD5	200150
UBE3C	9690
C15orf39	56905
ALG10B	144245
ARRB2	409
SNORD1A	677848
SNORD1B	677849
ARRB1	408
CHCHD10	400916
SUSD2	56241
ADPRH	141
C15orf32	145858
ADI1	55256
PILRA	29992
PLD6	201164
SNAP25	6616
ZEB1	6935
GPNMB	10457
SLC7A13	157724
PSMA2	5683
AKAP8L	26993
C9	735
PSMA1	5682
PSMA6	5687
PSMA7	5688
OBSL1	23363
PSMA5	5686
C3	718
C2	717
PSMA8	143471
DSG1	1828
C7	730
C6	729
C5	727
CEMP1	752014
FBXO45	200933
FBXO44	93611
FBXO47	494188
FBXO46	23403
FBXO41	150726
FBXO40	51725
FBXO43	286151
FBXO42	54455
DCDC2B	149069
FBXO48	554251
VEPH1	79674
SNRPB2	6629
EXPH5	23086
ADIG	149685
DET1	55070
RPS6KA4	8986
CP	1356
RMND5A	64795
RMND5B	64777
NRBF2	29982
KCNJ3	3760
KCNJ2	3759
KCNJ1	3758
SFRP1	6422
SNORD10	652966
KCNJ6	3763
KCNJ5	3762
KCNJ4	3761
KCNJ9	3765
KCNJ8	3764
SNORD19	692089
NRADDP	100129354
AGPAT5	55326
AGPAT4	56895
AGPAT2	10555
AGPAT1	10554
COL1A1	1277
RCSD1	92241
KIAA1217	56243
KIAA1210	57481
MCL1	4170
OR2J2	26707
OR2J3	442186
CMYA5	202333
FOXO3	2309
SDHC	6391
FOXO1	2308
LACRT	90070
PPP2R1B	5519
FOXO4	4303
NIP7	51388
PEX10	5192
PEX13	5194
PEX12	5193
TMEM158	25907
ANGEL2	90806
ANGEL1	23357
PEX16	9409
CDC37L1	55664
TCIRG1	10312
AP3B2	8120
TFRC	7037
FRAT1	10023
PCDHB12	56124
NUF2	83540
UNCX	340260
TGIF2LX	90316
ZNF518B	85460
ODC1	4953
UBXN6	80700
PIAS1	8554
SPAG4	6676
AADAT	51166
SIGIRR	59307
FLI1	2313
ZNF518A	9849
C19orf33	64073
EPCAM	4072
PGA3	643834
C19orf38	255809
KLHL6	89857
VCX3A	51481
PPP1CB	5500
PPP1CC	5501
KLHL7	55975
MPPED1	758
C11orf21	29125
KLHL4	56062
C11orf24	53838
DCST1	149095
COL6A1	1291
WBP2	23558
COL6A3	1293
COL6A2	1292
POM121	9883
RFXANK	8625
COL6A6	131873
KLK12	43849
KLK13	26085
KLK10	5655
KLK11	11012
NDUFAF4	29078
METTL2A	339175
KLK14	43847
KLK15	55554
GPR22	2845
ZNF625	90589
TRH	7200
GPR20	2843
OGG1	4968
SPAG1	6674
C3orf33	285315
GPR21	2844
ALLC	55821
VSIG10	54621
GPR26	2849
SESN3	143686
GPR27	2850
DENND3	22898
SLC34A2	10568
OR2AE1	81392
PPP1R16B	26051
GPR25	2848
PLLP	51090
BLNK	29760
EIF3CL	728689
KCNMB1	3779
NOXA1	10811
AOX2P	344454
UAP1L1	91373
ARHGDIA	396
OR9G4	283189
USH1C	10083
MORF4	10934
UBR1	197131
PRMT7	54496
NUCB1	4924
HSDL1	83693
HSDL2	84263
KCNMB4	27345
SOCS5	9655
SOCS4	122809
CALN1	83698
SOCS6	9306
SOCS1	8651
SOCS3	9021
SOCS2	8835
PPP2CA	5515
PACSIN1	29993
LOC646214	646214
CCNY	219771
SCD5	79966
ZNF626	199777
CCNF	899
TARP	445347
CCNC	892
SPINK9	643394
PFN3	345456
CCNO	10309
CCNH	902
CCNI	10983
CCL3L1	6349
CCNK	8812
PACS2	23241
PCM1	5108
TBRG4	9238
RBM7	10179
GREM1	26585
ZNF705A	440077
ZNF804B	219578
NCKAP5	344148
GSK3B	2932
LYSMD1	388695
IL1R2	7850
PTN	5764
SNORD115-37	100033811
JMY	133746
LRRK1	79705
LRRK2	120892
PTH	5741
PLEKHJ1	55111
ABHD15	116236
DHH	50846
ABHD10	55347
ABHD11	83451
ABHD12	26090
ABHD13	84945
TRO	7216
MAEA	10296
SCML2	10389
NGRN	51335
SLC3A2	6520
CRMP1	1400
TGFB1I1	7041
FN3K	64122
PTS	5805
MRPL10	124995
MRPL11	65003
MRPL12	6182
MRPL13	28998
MRPL17	63875
ARPC3	10094
ARPC2	10109
CDC25A	993
RNF44	22838
RNF43	54894
ARPC5	10092
DCUN1D1	54165
DCUN1D2	55208
DCUN1D3	123879
DCUN1D4	23142
DCUN1D5	84259
SNORA79	677845
SNORA78	677844
ITPR2	3709
ITPR3	3710
SNORA75	654321
ITPR1	3708
UBQLNL	143630
SNORA72	26775
SNORA70	26778
CES1	1066
AMPH	273
OR10H5	284433
LRIG3	121227
LRIG2	9860
LRIG1	26018
NOTCH3	4854
PELI2	57161
BMPR1A	657
SNCG	6623
TAF1D	79101
EBF4	57593
CASKIN2	57513
FMO6P	388714
CASKIN1	57524
AIFM2	84883
AIFM3	150209
IL17RE	132014
AIFM1	9131
IL17RC	84818
A1CF	29974
IL17RA	23765
SSPN	8082
PATE4	399968
ACAN	176
FOXR2	139628
PADI6	353238
POT1	25913
HBA1	3039
TMEM100	55273
CD302	9936
SACS	26278
FFAR3	2865
MUC5B	727897
OPN5	221391
OPN4	94233
OPN3	23596
NCOR2	9612
NCOR1	9611
SCAPER	49855
HBA2	3040
AVEN	57099
PATE3	100169851
PATE2	399967
REPS1	85021
TEF	7008
REPS2	9185
LYSMD4	145748
GPN3	51184
GPN2	54707
GPN1	11321
TMEM30A	55754
NFKB1	4790
NFKB2	4791
PM20D2	135293
UBE2R2	54926
RERGL	79785
DNPEP	23549
RAP2C	57826
RAB40AL	282808
OR4C16	219428
SIAH1	6477
SIAH2	6478
SIAH3	283514
NSA2	10412
RBPMS2	348093
TAF1C	9013
CORT	1325
CLPTM1L	81037
LYZL1	84569
LYZL2	119180
PDZRN4	29951
OGDHL	55753
MYOZ2	51778
PAQR7	164091
EMILIN3	90187
EMILIN2	84034
EMILIN1	11117
TFR2	7036
DAPP1	27071
TPST2	8459
PIAS2	9063
GULP1	51454
PIAS4	51588
TMEM98	26022
HIVEP1	3096
HIVEP2	3097
HIVEP3	59269
JAGN1	84522
ZNF317	57693
ZNF318	24149
ZNF319	57567
OR52M1	119772
OVOL1	5017
P2RX1	5023
P2RX3	5024
NRIP3	56675
P2RX5	5026
P2RX4	5025
HSPBP1	23640
P2RX6	9127
RNF208	727800
HADHB	3032
HADHA	3030
GSTP1	2950
RPS19BP1	91582
UBE2DNL	100131816
NPRL2	10641
POLN	353497
ZNF883	169834
PLXNB2	23654
METRNL	284207
PGRMC2	10424
PGRMC1	10857
KBTBD6	89890
AP4M1	9179
VTI1B	10490
ALS2	57679
LRRC52	440699
LRRC56	115399
LRRC57	255252
LRRC55	219527
DENND1C	79958
DENND1B	163486
DENND1A	57706
LRRC59	55379
PIP4K2B	8396
SLCO1C1	53919
DIS3	22894
RGPD3	653489
TOP1P1	7151
PIF1	80119
NSUN5P2	260294
LOC100130872	100130872
NSUN5P1	155400
SDHA	6389
BAP1	8314
SDHB	6390
SDHD	6392
SHARPIN	81858
FLJ13224	79857
ERRFI1	54206
NKAPL	222698
PSG11	5680
SAC3D1	29901
AP1M2	10053
NRP2	8828
AP1M1	8907
FKBP14	55033
CDRT4	284040
STRC	161497
CCDC146	57639
CCDC141	285025
CCDC140	151278
PRR15	222171
ANKS4B	257629
SF3B5	83443
TMEM120A	83862
CCDC149	91050
CCDC148	130940
CYP3A43	64816
DLG3	1741
DLG2	1740
DLG5	9231
DLG4	1742
SAMD10	140700
SAMD11	148398
SRPK1	6732
RAB3IP	117177
SYS1	90196
PCBP4	57060
SPNS3	201305
FAM114A1	92689
SLC6A2	6530
GRWD1	83743
FAM114A2	10827
RENBP	5973
TBX20	57057
FAM3B	54097
PCDH11X	27328
PCDH11Y	83259
IGF1R	3480
FBXO11	80204
IFNK	56832
LHB	3972
RAB11FIP2	22841
IFNG	3458
FBXO16	157574
IFNE	338376
PCBP1	5093
MYBL2	4605
PTGR1	22949
PTGR2	145482
CHSY3	337876
MTUS1	57509
OSBPL9	114883
IFRD1	3475
IFRD2	7866
GMIP	51291
OSBPL2	9885
OSBPL3	26031
ALS2CL	259173
OSBPL7	114881
OSBPL5	114879
ADRA1A	148
ADRA1B	147
TEX9	374618
ADRA1D	146
STUB1	10273
SNRPG	6637
RAB11FIP4	84440
TEX2	55852
POLH	5429
ARHGAP17	55114
STARD8	9754
ARHGAP15	55843
ARHGAP12	94134
ARHGAP10	79658
STARD3	10948
STARD6	147323
STARD7	56910
ARHGAP18	93663
ARHGAP19	84986
IL7R	3575
CAPZB	832
UTP3	57050
RPA2	6118
TMEM91	641649
SIRT2	22933
GABRG3	2567
FGL1	2267
GABRG1	2565
C1orf21	81563
GPR137C	283554
GPR137B	7107
FZD10	11211
FGL2	10875
CHKA	1119
CHKB	1120
SIRT6	51548
TSPYL1	7259
BMS1	9790
OR7E37P	100506759
SIRT5	23408
SLC9A6	10479
PVT1	5820
PTTG2	10744
BCDIN3D	144233
AHSA1	10598
ZDBF2	57683
MRI1	84245
SPP1	6696
PRDM2	7799
PPP1R3G	648791
MAPK1IP1L	93487
SLC9A7	84679
PPP1R3F	89801
DST	667
SPP2	6694
UCP3	7352
DSP	1832
TP53RK	112858
PPP1R3D	5509
ZNF175	7728
GLMN	11146
THBD	7056
DSE	29940
DCDC1	341019
WTIP	126374
UNK	85451
DCDC2	51473
GSTO2	119391
PDAP1	11333
GSTO1	9446
SLC38A4	55089
UBE2D4	51619
ERMP1	79956
NPC1L1	29881
SCN5A	6331
PARD6G	84552
TTC31	64427
HS3ST3B1	9953
FAM153A	285596
TTC38	55020
FAM153B	202134
ARSH	347527
MTHFSD	64779
OR4K5	79317
OR4K1	79544
OR4K2	390431
FMR1NB	158521
BCLAF1	9774
ME1	4199
QPCTL	54814
SNORD44	26806
SLC38A6	145389
TIPRL	261726
ITPRIP	85450
TBX22	50945
RNF135	84282
SLC22A23	63027
SEZ6L2	26470
DDTL	100037417
PRB1	5542
SLC22A24	283238
REM2	161253
PLA2G5	5322
HMGB2	3148
SETX	23064
HMGB1	3146
FSD1	79187
CCBE1	147372
ZNF83	55769
AUH	549
ZNF81	347344
TMPPE	643853
ZNF85	7639
ZNF84	7637
FRMPD4	9758
FSD2	123722
FRMPD1	22844
FRMPD2	143162
AADACL4	343066
FYCO1	79443
PDE10A	10846
AADACL3	126767
AADACL2	344752
CAPZA3	93661
CAPZA2	830
CAPZA1	829
SCARF2	91179
RNF207	388591
RAB2A	5862
GTF2H2B	653238
GTF2H2C	728340
ENHO	375704
LMO3	55885
GEMIN6	79833
GEMIN7	79760
GEMIN4	50628
GEMIN5	25929
TDH	157739
C3orf49	132200
ATPAF2	91647
KRBA1	84626
ERBB3	2065
LARP1B	55132
SLC6A10P	386757
MCRS1	10445
ATPAF1	64756
AFAP1	60312
DDX17	10521
ZNF124	7678
ERBB4	2066
DDX10	1662
DDX11	1663
GJB1	2705
GJB3	2707
GJB2	2706
GJB5	2709
GJB4	127534
DDX18	8886
GJB6	10804
GRIN3A	116443
GRIN3B	116444
OR6B2	389090
MYRIP	25924
ZNF75A	7627
PSMC1	5700
PSMC2	5701
OR6B3	150681
PSMC4	5704
PSMC5	5705
PSMC6	5706
RBM23	55147
ARFIP1	27236
ARFIP2	23647
RBM20	282996
PHOSPHO1	162466
STARD5	80765
KIF18A	81930
KIF18B	146909
TRIP10	9322
TRIP11	9321
TRIP12	9320
CPVL	54504
ZNF564	163050
TEX13A	56157
ZNF543	125919
IFT172	26160
SNORD34	26817
CERK	64781
FN3KRP	79672
NCLN	56926
C9orf153	389766
C9orf152	401546
NACAD	23148
DNAL4	10126
FLJ36000	284124
DNAL1	83544
LIN7A	8825
FLJ37201	283011
GRHPR	9380
LIN7B	64130
TGM4	7047
IMMP2L	83943
TGM6	343641
SMG5	23381
OR2D2	120776
FNBP1	23048
LRTM1	57408
FOXI1	2299
BTN3A2	11118
FOXI3	344167
FOXI2	399823
CLSTN1	22883
CLSTN2	64084
CLSTN3	9746
EIF3H	8667
EIF3I	8668
EIF3J	8669
EIF3K	27335
EIF3L	51386
EIF3M	10480
CLIP2	7461
STYK1	55359
EIF3A	8661
EIF3B	8662
BTN3A1	11119
EIF3D	8664
CLIP1	6249
EIF3G	8666
SETD5	55209
FGFBP3	143282
FGFBP2	83888
FGFBP1	9982
FADD	8772
ARMC10	83787
MKKS	8195
TMEM104	54868
NOL11	25926
NOL10	79954
ELSPBP1	64100
NOL12	79159
CDKN2B	1030
CDKN2C	1031
CDKN2A	1029
SLIT1	6585
CDKN2D	1032
BARD1	580
WDR7	23335
ZNF404	342908
ZBBX	79740
NME6	10201
FABP9	646480
NME7	29922
EDEM2	55741
EDEM3	80267
PCDHGB3	56102
EDEM1	9695
TCF4	6925
ZNF560	147741
INPP5E	56623
SMG6	23293
NME2	4831
TRMT11	60487
SAP30L	79685
CSTF2T	23283
UBTD2	92181
LARP4B	23185
UBTD1	80019
RPL13AP17	399670
NEIL1	79661
TAS1R1	80835
TAS1R2	80834
INPP5J	27124
SMG1	23049
CCL2	6347
CCL3	6348
NFATC2	4773
CCL1	6346
NFATC4	4776
CCL7	6354
CCL4	6351
DHRS7C	201140
TAS2R20	259295
CCL8	6355
TMEM14A	28978
ZNF75D	7626
MYCBPAP	84073
RNASE11	122651
USF1	7391
AP2B1	163
HSBP1	3281
GTF2E1	2960
GFER	2671
ZCWPW2	152098
NUBP1	4682
HS3ST3A1	9955
ZCWPW1	55063
SCML1	6322
CYP26B1	56603
SCOC	60592
PABPC1L2B	645974
SAMD5	389432
PPP1R14D	54866
PABPC1L2A	340529
PPP1R14B	26472
OR2AG2	338755
OR2AG1	144125
PLEK2	26499
UBP1	7342
ZNF747	65988
CD46	4179
SSC5D	284297
TCTE1	202500
CD40	958
SPEG	10290
ZBTB43	23099
ZNF37A	7587
SDSL	113675
RALY	22913
PRR12	57479
PCDHGB6	56100
ZNF454	285676
PCDH12	51294
PCDH10	57575
PCDH17	27253
ALKBH8	91801
PCDH15	65217
ALKBH6	84964
ALKBH7	84266
ALKBH4	54784
ALKBH5	54890
ALKBH2	121642
ALKBH3	221120
RALA	5898
ALKBH1	8846
OR10G7	390265
ISX	91464
C8orf58	541565
OR10G9	219870
OR10G8	219869
KRT18	3875
MPZL3	196264
DBF4B	80174
ARHGDIG	398
DNAJB9	4189
DNAJB8	165721
ZNF714	148206
DNAJB3	414061
DNAJB2	3300
DNAJB1	3337
DNAJB7	150353
DNAJB6	10049
DNAJB5	25822
DNAJB4	11080
AMDHD1	144193
AMDHD2	51005
TRMT5	57570
TMEM164	84187
DIDO1	11083
KISS1	3814
HMSD	284293
RAB21	23011
FRK	2444
TMED7-TICAM2	100302736
PHIP	55023
SNORA58	677836
RAB23	51715
ZNF808	388558
SNORA51	677831
FRY	10129
HELZ	9931
SNORA55	677834
SNORA54	677833
SNORA57	692158
COL17A1	1308
OR1N2	138882
TNIP1	10318
GRIK1	2897
GRIK2	2898
GRIK3	2899
GRIK4	2900
GRIK5	2901
SNORD121B	101340252
RNF149	284996
RAB28	9364
SNORD121A	100113379
SHC3	53358
SGSH	6448
RNF141	50862
TMEM59	9528
RNF145	153830
GLRA1	2741
RNF146	81847
GRSF1	2926
MSH2	4436
MGLL	11343
MSH5	4439
MSH6	2956
CALU	813
RDH16	8608
TMEM169	92691
MYOCD	93649
ACCS	84680
CD320	51293
PMCHL2	5370
PMCHL1	5369
TIMM8A	1678
XCR1	2829
RASGRF1	5923
STOX1	219736
UBR4	23352
SPACA5	389852
RNF19A	25897
C16orf46	123775
NFXL1	152518
PACSIN3	29763
GREM2	64388
RTL1	388015
COPA	1314
COPE	11316
SYBU	55638
ZNF555	148254
INTU	27152
PADI3	51702
PADI2	11240
PADI4	23569
CDK20	23552
NT5M	56953
GJA10	84694
TRPM2	7226
AGTPBP1	23287
ZFP57	346171
PDCD6IP	10015
TOE1	114034
WDR72	256764
TTBK2	146057
FBXL3	26224
OR10AG1	282770
SHC4	399694
GPIHBP1	338328
RPL23A	6147
NRIP1	8204
NRIP2	83714
GPR135	64582
GPR137	56834
VTI1A	143187
GPR132	29933
ATP6V1C2	245973
ATP6V1C1	528
GPR139	124274
NT5C	30833
TOP1P2	7152
PRTG	283659
TRIM11	81559
FBXL2	25827
SNAR-F	100126781
SNAR-E	100170220
MFRP	83552
POFUT1	23509
CDKN2AIP	55602
SNAR-H	100170221
SLC22A6	9356
ATF7IP	55729
FAM95B1	100133036
GPATCH1	55094
LRRTM4	80059
OCIAD2	132299
FBXL5	26234
PPP1R3E	90673
OCIAD1	54940
PPP1R3C	5507
PPP1R3B	79660
PPP1R3A	5506
RDH13	112724
TMEM191A	84222
TIAM2	26230
TNFRSF13C	115650
PPP2R3B	28227
TP53I3	9540
PPP2R3C	55012
TGS1	96764
LUC7L3	51747
LUC7L2	51631
TOMM40	10452
FAM131A	131408
FAM131B	9715
FAM131C	348487
HAL	3034
TBXAS1	6916
YTHDC1	91746
ERLEC1	27248
SEMA3C	10512
SH3GLB2	56904
RIBC2	26150
TLE6	79816
CHERP	10523
NACA	4666
EHHADH	1962
ZNF619	285267
TMEM196	256130
ZNF526	116115
NME4	4833
INPP5A	3632
INPP5B	3633
INPP5D	3635
HEPN1	641654
INPP5F	22876
NME3	4832
INPP5K	51763
ZAR1L	646799
RAI14	26064
FREM2	341640
FREM1	158326
NKAIN1	79570
PID1	55022
NOSTRIN	115677
FBXL6	26233
SHC1	6464
RCBTB2	1102
HELT	391723
CNST	163882
HELQ	113510
RCBTB1	55213
CLSPN	63967
UFC1	51506
EPB42	2038
EPB41	2035
RBM28	55131
MATR3	9782
HELB	92797
RBAK	57786
NUDT8	254552
PON1	5444
TRAF3IP3	80342
SLC22A7	10864
CYP4F3	4051
TEKT1	83659
TEKT3	64518
TEKT2	27285
TEKT5	146279
TEKT4	150483
VPS37A	137492
PNPLA3	80339
PNPLA2	57104
PNPLA1	285848
PNPLA7	375775
PNPLA6	10908
PNPLA5	150379
PNPLA4	8228
GUCA2A	2980
GUCA2B	2981
PNPLA8	50640
NCKAP1	10787
RPL13P5	283345
WEE1	7465
UNC5A	90249
GFOD2	81577
GFOD1	54438
FOS	2353
HOMEZ	57594
KATNAL1	84056
KATNAL2	83473
ATG10	83734
ATG12	9140
SRMS	6725
SUN5	140732
ZBTB5	9925
KIAA0753	9851
STEAP2	261729
TSFM	10102
TGFBI	7045
SCT	6343
SFPQ	6421
SAFB2	9667
SMPD3	55512
ZBTB4	57659
TSPAN11	441631
TANK	10010
COL12A1	1303
LCK	3932
RASAL2	9462
KRT5	3852
VSTM2L	128434
PF4V1	5197
SEC14L2	23541
SEC14L1	6397
LOC100128076	100128076
SDCBP2	27111
C1orf43	25912
PES1	23481
UPF2	26019
SNED1	25992
IL1B	3553
CHIA	27159
THSD7B	80731
FLG2	388698
PHTF1	10745
THSD7A	221981
LILRB4	11006
RUNDC3B	154661
CASK	8573
PKNOX1	5316
GPR88	54112
CAST	831
ZBTB41	360023
KRT6B	3854
KRT6C	286887
TRAF3IP2	10758
CASR	846
GPR82	27197
GPR83	10888
GPR84	53831
GPR85	54329
PUS1	80324
CLEC1A	51267
SLC38A10	124565
RNPEPL1	57140
THRAP3	9967
COMP	1311
BCYRN1	618
TPR	7175
ZBTB9	221504
ZC3HAV1L	92092
ADAM21	8747
ADAM20	8748
ADAM23	8745
ADAM22	53616
GLCE	26035
ZNF256	10172
ADAM29	11086
ADAM28	10863
DSCR8	84677
IL18	3606
IL19	29949
AIF1L	83543
PANX3	116337
IL10	3586
GSTM1	2944
GSTM2	2946
GSTM4	2948
GSTM5	2949
IL16	3603
LPAR2	9170
PALLD	23022
PIP4K2C	79837
TMSB15A	11013
ZNF155	7711
KRT9	3857
GAGE2A	729447
ZNF251	90987
EFHD2	79180
EFHD1	80303
RUNDC3A	10900
TTF2	8458
LPAR3	23566
PINX1	54984
KRCC1	51315
AEBP1	165
GNAZ	2781
RBMS3	27303
AEBP2	121536
KRT8	3856
DAD1	1603
RCHY1	25898
GDF9	2661
GDF3	9573
CBR4	84869
GDF1	2657
CBR1	873
GDF6	392255
CBR3	874
LTB	4050
ABHD12B	145447
ANXA1	301
ANXA3	306
CPT1B	1375
ANXA5	308
ANXA4	307
ANXA7	310
ANXA6	309
ANXA9	8416
ANXA8	653145
TRAF3IP1	26146
MEST	4232
MCM7	4176
MCM6	4175
MCM5	4174
MCM4	4173
DUSP19	142679
DUSP18	150290
POU5F2	134187
DUSP15	128853
DUSP14	11072
ZDHHC22	283576
DUSP16	80824
DUSP11	8446
DUSP10	11221
DUSP12	11266
SQSTM1	8878
CSH2	1443
CSH1	1442
EPC2	26122
ZNF541	84215
EPC1	80314
C3orf20	84077
C3orf22	152065
OPRD1	4985
POLM	27434
CYP26C1	340665
HEPACAM	220296
EGOT	100126791
SSX4	6759
SBDSP1	155370
SF3A2	8175
SSX3	10214
USH2A	7399
SSX1	6756
TBCC	6903
ISL1	3670
ISL2	64843
ZNF540	163255
PKMYT1	9088
UBQLN4	56893
KIFAP3	22920
CYP4Z2P	163720
MDS2	259283
MS4A7	58475
MS4A5	64232
MS4A2	2206
MS4A3	932
MS4A1	931
ZNF141	7700
ZNF140	7699
ABCA11P	79963
ZNF142	7701
LGSN	51557
CCDC102A	92922
DNTT	1791
ZNF146	7705
ZNF148	7707
CPT2	1376
DSC2	1824
DDX31	64794
DSC1	1823
SEC14L3	266629
COX8C	341947
VSTM2A	222008
PYGL	5836
MAGOH	4116
PFAS	5198
RAB27A	5873
TMF1	7110
TANC1	85461
RANGAP1	5905
FCGBP	8857
BAMBI	25805
KCNN4	3783
FASLG	356
KCNN2	3781
KCNN1	3780
ANKHD1-EIF4EBP3	404734
PMS1	5378
PMS2	5395
ATXN7L3B	552889
SLC45A1	50651
SLC22A2	6582
SNRPA1	6627
SNORD51	26798
ISLR	3671
PKIG	11142
THAP5	168451
SNORD115-44	100033818
BRMS1	25855
RHOA	387
GRIP1	23426
KRT7	3855
GRIP2	80852
SLC19A2	10560
SLC19A3	80704
SLC19A1	6573
CCDC65	85478
CCDC66	285331
CCDC61	729440
CCDC60	160777
CCDC63	160762
CCDC62	84660
TYSND1	219743
CCDC69	26112
CCDC68	80323
ANKRD36BP1	84832
TMEM119	338773
TDO2	6999
EP400	57634
RPAP2	79871
IL1A	3552
MIS12	79003
YPEL5	51646
TMEM114	283953
CRYGB	1419
MAP2K2	5605
NAGS	162417
SPTB	6710
CLEC18B	497190
SNORD36C	26813
TANC2	26115
CRYGD	1421
POLR3H	171568
PIM1	5292
TAF13	6884
MED12L	116931
SLC35A4	113829
SLC35A5	55032
SLC35A1	10559
SLC35A2	7355
SLC35A3	23443
PIK3R6	146850
OSR1	130497
MPDZ	8777
NXF4	55999
NXF5	55998
PARD3	56288
LSAMP	4045
NXF2	56001
NXF3	56000
FAF1	11124
PGM5	5239
FAF2	23197
TAF12	6883
PGM1	5236
PGM2	55276
IL18R1	8809
PAK4	10298
ABCB11	8647
ABCB10	23456
APLN	8862
TMEM44	93109
MMD2	221938
MMD2	100505381
COL6A4P2	646300
SBK1	388228
APLF	200558
RBM8A	9939
SLC25A40	55972
SLC25A41	284427
PMP22	5376
SLC25A43	203427
SLC25A44	9673
SLC25A45	283130
SLC25A46	91137
CR1L	1379
CDC26	246184
